,RPI,Team
0,0.686303339518,UCSB
1,0.63130988456,SJSU
2,0.623913265306,Cal Lutheran
3,0.542889146568,SRJC
4,0.447713358071,SCU
5,0.398244588745,UC Davis
6,0.368557088745,UCSC
7,0.232178571429,SFSU
